show_id,director_1,director_2,director_3,director_4,director_5,director_6,director_7,director_8,director_9,director_10,director_11,director_12,director_13
s7628,null,null,null,null,null,null,null,null,null,null,null,null,null
s7629,null,null,null,null,null,null,null,null,null,null,null,null,null
s7630,null,null,null,null,null,null,null,null,null,null,null,null,null
s7631,Lars von Trier,null,null,null,null,null,null,null,null,null,null,null,null
s7632,Lars von Trier,null,null,null,null,null,null,null,null,null,null,null,null
s7633,null,null,null,null,null,null,null,null,null,null,null,null,null
s7634,Mat Whitecross,null,null,null,null,null,null,null,null,null,null,null,null
s7635,Gillian Robespierre,null,null,null,null,null,null,null,null,null,null,null,null
s7636,Jacques Perrin,Jacques Cluzaud,null,null,null,null,null,null,null,null,null,null,null
s7637,Luke Sparke,null,null,null,null,null,null,null,null,null,null,null,null
s7638,Lewis Milestone,null,null,null,null,null,null,null,null,null,null,null,null
s7639,Steven Soderbergh,null,null,null,null,null,null,null,null,null,null,null,null
s7640,Steven Soderbergh,null,null,null,null,null,null,null,null,null,null,null,null
s7641,null,null,null,null,null,null,null,null,null,null,null,null,null
s7642,Nacho G. Velilla,null,null,null,null,null,null,null,null,null,null,null,null
s7643,Shawn Crahan,null,null,null,null,null,null,null,null,null,null,null,null
s7644,Poj Arnon,null,null,null,null,null,null,null,null,null,null,null,null
s7645,Poj Arnon,null,null,null,null,null,null,null,null,null,null,null,null
s7646,Poj Arnon,null,null,null,null,null,null,null,null,null,null,null,null
s7647,null,null,null,null,null,null,null,null,null,null,null,null,null
s7648,Barak Goodman,null,null,null,null,null,null,null,null,null,null,null,null
s7649,Oliver Stone,null,null,null,null,null,null,null,null,null,null,null,null
s7650,null,null,null,null,null,null,null,null,null,null,null,null,null
s7651,Mohamed Samy,null,null,null,null,null,null,null,null,null,null,null,null
s7652,Clarence Yiu-leung Fok,null,null,null,null,null,null,null,null,null,null,null,null
s7653,Heitor Dhalia,null,null,null,null,null,null,null,null,null,null,null,null
s7654,Pradip Kurbah,null,null,null,null,null,null,null,null,null,null,null,null
s7655,Matt Askem,null,null,null,null,null,null,null,null,null,null,null,null
s7656,Charlie Lightening,null,null,null,null,null,null,null,null,null,null,null,null
s7657,Charlie Lightening,null,null,null,null,null,null,null,null,null,null,null,null
s7658,Matt Askem,null,null,null,null,null,null,null,null,null,null,null,null
s7659,Simon Rumley,null,null,null,null,null,null,null,null,null,null,null,null
s7660,Sergio Leone,null,null,null,null,null,null,null,null,null,null,null,null
s7661,Banjong Pisanthanakun,null,null,null,null,null,null,null,null,null,null,null,null
s7662,Morgan Spurlock,null,null,null,null,null,null,null,null,null,null,null,null
s7663,null,null,null,null,null,null,null,null,null,null,null,null,null
s7664,Tim Rouhana,null,null,null,null,null,null,null,null,null,null,null,null
s7665,Noah Moskin,null,null,null,null,null,null,null,null,null,null,null,null
s7666,Jasmine D'Souza,null,null,null,null,null,null,null,null,null,null,null,null
s7667,null,null,null,null,null,null,null,null,null,null,null,null,null
s7668,Nicolas Winding Refn,null,null,null,null,null,null,null,null,null,null,null,null
s7669,Bill Guttentag,Michael Ware,null,null,null,null,null,null,null,null,null,null,null
s7670,Roger Allers,Jill Culton,null,null,null,null,null,null,null,null,null,null,null
s7671,John H. Lee,null,null,null,null,null,null,null,null,null,null,null,null
s7672,null,null,null,null,null,null,null,null,null,null,null,null,null
s7673,Dante Lam,null,null,null,null,null,null,null,null,null,null,null,null
s7674,Tiller Russell,null,null,null,null,null,null,null,null,null,null,null,null
s7675,null,null,null,null,null,null,null,null,null,null,null,null,null
s7676,null,null,null,null,null,null,null,null,null,null,null,null,null
s7677,Dante Lam,null,null,null,null,null,null,null,null,null,null,null,null
s7678,Logan Kibens,null,null,null,null,null,null,null,null,null,null,null,null
s7679,Chia Tang,null,null,null,null,null,null,null,null,null,null,null,null
s7680,Peter McDonnell,null,null,null,null,null,null,null,null,null,null,null,null
s7681,Kiran Narayanan,null,null,null,null,null,null,null,null,null,null,null,null
s7682,Ben C. Lucas,null,null,null,null,null,null,null,null,null,null,null,null
s7683,Jayaraj Rajasekharan Nair,null,null,null,null,null,null,null,null,null,null,null,null
s7684,Mark Franchetti,Andrew Meier,null,null,null,null,null,null,null,null,null,null,null
s7685,Anthony Scott Burns,null,null,null,null,null,null,null,null,null,null,null,null
s7686,null,null,null,null,null,null,null,null,null,null,null,null,null
s7687,Adam Collins,Luke Radford,null,null,null,null,null,null,null,null,null,null,null
s7688,Paul Spurrier,null,null,null,null,null,null,null,null,null,null,null,null
s7689,Kundan Shah,null,null,null,null,null,null,null,null,null,null,null,null
s7690,null,null,null,null,null,null,null,null,null,null,null,null,null
s7691,Richard LaGravenese,null,null,null,null,null,null,null,null,null,null,null,null
s7692,Chandran Narikode,null,null,null,null,null,null,null,null,null,null,null,null
s7693,Jorge Granier,null,null,null,null,null,null,null,null,null,null,null,null
s7694,null,null,null,null,null,null,null,null,null,null,null,null,null
s7695,Piti Jaturaphat,null,null,null,null,null,null,null,null,null,null,null,null
s7696,Charles Stone III,null,null,null,null,null,null,null,null,null,null,null,null
s7697,Amber Tamblyn,null,null,null,null,null,null,null,null,null,null,null,null
s7698,Alex Law,null,null,null,null,null,null,null,null,null,null,null,null
s7699,null,null,null,null,null,null,null,null,null,null,null,null,null
s7700,Cosima Spender,null,null,null,null,null,null,null,null,null,null,null,null
s7701,Fernando González Molina,null,null,null,null,null,null,null,null,null,null,null,null
s7702,David Fincher,null,null,null,null,null,null,null,null,null,null,null,null
s7703,Bhagyaraj,null,null,null,null,null,null,null,null,null,null,null,null
s7704,Rebecca Addelman,null,null,null,null,null,null,null,null,null,null,null,null
s7705,Oren Peli,null,null,null,null,null,null,null,null,null,null,null,null
s7706,null,null,null,null,null,null,null,null,null,null,null,null,null
s7707,Subhash Ghai,null,null,null,null,null,null,null,null,null,null,null,null
s7708,Gafoor Y. Elliyaas,null,null,null,null,null,null,null,null,null,null,null,null
s7709,Jennie Livingston,null,null,null,null,null,null,null,null,null,null,null,null
s7710,null,null,null,null,null,null,null,null,null,null,null,null,null
s7711,null,null,null,null,null,null,null,null,null,null,null,null,null
s7712,Kevin Hooks,null,null,null,null,null,null,null,null,null,null,null,null
s7713,Nikhil Advani,null,null,null,null,null,null,null,null,null,null,null,null
s7714,Jeremy Kenyon Lockyer Corbell,null,null,null,null,null,null,null,null,null,null,null,null
s7715,Phillip Noyce,null,null,null,null,null,null,null,null,null,null,null,null
s7716,Kivanç Baruönü,null,null,null,null,null,null,null,null,null,null,null,null
s7717,Steve Carr,null,null,null,null,null,null,null,null,null,null,null,null
s7718,Dileep Narayanan,null,null,null,null,null,null,null,null,null,null,null,null
s7719,null,null,null,null,null,null,null,null,null,null,null,null,null
s7720,Paritosh Painter,null,null,null,null,null,null,null,null,null,null,null,null
s7721,Banjong Pisanthanakun,null,null,null,null,null,null,null,null,null,null,null,null
s7722,null,null,null,null,null,null,null,null,null,null,null,null,null
s7723,Paul Reubens,Wayne Orr,null,null,null,null,null,null,null,null,null,null,null
s7724,Mohd Khairul Azri Bin Md Noor,null,null,null,null,null,null,null,null,null,null,null,null
s7725,Mark Palansky,null,null,null,null,null,null,null,null,null,null,null,null
s7726,null,null,null,null,null,null,null,null,null,null,null,null,null
s7727,J.C. Falcón,null,null,null,null,null,null,null,null,null,null,null,null
s7728,C.J. Wallis,null,null,null,null,null,null,null,null,null,null,null,null
s7729,James Foley,null,null,null,null,null,null,null,null,null,null,null,null
s7730,null,null,null,null,null,null,null,null,null,null,null,null,null
s7731,Olivier Assayas,null,null,null,null,null,null,null,null,null,null,null,null
s7732,Tony Stone,null,null,null,null,null,null,null,null,null,null,null,null
s7733,Will Gluck,null,null,null,null,null,null,null,null,null,null,null,null
s7734,Karan Lalit Butani,null,null,null,null,null,null,null,null,null,null,null,null
s7735,Jean-Loup Felicioli,Alain Gagnol,null,null,null,null,null,null,null,null,null,null,null
s7736,Jonathan Demme,null,null,null,null,null,null,null,null,null,null,null,null
s7737,Ajay Bhuyan,Kunal Kohli,null,null,null,null,null,null,null,null,null,null,null
s7738,Banjong Pisanthanakun,Paween Purikitpanya,Songyos Sugmakanan,Parkpoom Wongpoom,Visute Poolvoralaks,null,null,null,null,null,null,null,null
s7739,Kunle Afolayan,null,null,null,null,null,null,null,null,null,null,null,null
s7740,Abhishek Saxena,null,null,null,null,null,null,null,null,null,null,null,null
s7741,Dana Nachman,Don Hardy Jr.,null,null,null,null,null,null,null,null,null,null,null
s7742,Christopher Nolen,null,null,null,null,null,null,null,null,null,null,null,null
s7743,Gajendra Ahire,null,null,null,null,null,null,null,null,null,null,null,null
s7744,Oscar Micheaux,Spencer Williams,Richard E. Norman,Richard Maurice,null,null,null,null,null,null,null,null,null
s7745,Mahesh Manjrekar,null,null,null,null,null,null,null,null,null,null,null,null
s7746,Israel Adrián Caetano,Bruno Stagnaro,null,null,null,null,null,null,null,null,null,null,null
s7747,Christophe Honoré,null,null,null,null,null,null,null,null,null,null,null,null
s7748,null,null,null,null,null,null,null,null,null,null,null,null,null
s7749,Alastair Fothergill,null,null,null,null,null,null,null,null,null,null,null,null
s7750,Sam Liu,null,null,null,null,null,null,null,null,null,null,null,null
s7751,Rebecca Zlotowski,null,null,null,null,null,null,null,null,null,null,null,null
s7752,Oliver Stone,null,null,null,null,null,null,null,null,null,null,null,null
s7753,Daniel Mann,Joseph Sargent,null,null,null,null,null,null,null,null,null,null,null
s7754,Jean-Simon Chartier,null,null,null,null,null,null,null,null,null,null,null,null
s7755,Wim Wenders,null,null,null,null,null,null,null,null,null,null,null,null
s7756,Robert Altman,null,null,null,null,null,null,null,null,null,null,null,null
s7757,null,null,null,null,null,null,null,null,null,null,null,null,null
s7758,Gabe Klinger,null,null,null,null,null,null,null,null,null,null,null,null
s7759,Steve McLean,null,null,null,null,null,null,null,null,null,null,null,null
s7760,null,null,null,null,null,null,null,null,null,null,null,null,null
s7761,null,null,null,null,null,null,null,null,null,null,null,null,null
s7762,null,null,null,null,null,null,null,null,null,null,null,null,null
s7763,null,null,null,null,null,null,null,null,null,null,null,null,null
s7764,null,null,null,null,null,null,null,null,null,null,null,null,null
s7765,null,null,null,null,null,null,null,null,null,null,null,null,null
s7766,null,null,null,null,null,null,null,null,null,null,null,null,null
s7767,null,null,null,null,null,null,null,null,null,null,null,null,null
s7768,null,null,null,null,null,null,null,null,null,null,null,null,null
s7769,null,null,null,null,null,null,null,null,null,null,null,null,null
s7770,null,null,null,null,null,null,null,null,null,null,null,null,null
s7771,null,null,null,null,null,null,null,null,null,null,null,null,null
s7772,null,null,null,null,null,null,null,null,null,null,null,null,null
s7773,null,null,null,null,null,null,null,null,null,null,null,null,null
s7774,null,null,null,null,null,null,null,null,null,null,null,null,null
s7775,null,null,null,null,null,null,null,null,null,null,null,null,null
s7776,null,null,null,null,null,null,null,null,null,null,null,null,null
s7777,null,null,null,null,null,null,null,null,null,null,null,null,null
s7778,null,null,null,null,null,null,null,null,null,null,null,null,null
s7779,Charlie Haskell,Koichi Sakamoto,null,null,null,null,null,null,null,null,null,null,null
s7780,null,null,null,null,null,null,null,null,null,null,null,null,null
s7781,null,null,null,null,null,null,null,null,null,null,null,null,null
s7782,null,null,null,null,null,null,null,null,null,null,null,null,null
s7783,null,null,null,null,null,null,null,null,null,null,null,null,null
s7784,null,null,null,null,null,null,null,null,null,null,null,null,null
s7785,null,null,null,null,null,null,null,null,null,null,null,null,null
s7786,null,null,null,null,null,null,null,null,null,null,null,null,null
s7787,null,null,null,null,null,null,null,null,null,null,null,null,null
s7788,null,null,null,null,null,null,null,null,null,null,null,null,null
s7789,James Barr,null,null,null,null,null,null,null,null,null,null,null,null
s7790,Ashish R. Shukla,null,null,null,null,null,null,null,null,null,null,null,null
s7791,Frank Capra,null,null,null,null,null,null,null,null,null,null,null,null
s7792,Satish Rajwade,null,null,null,null,null,null,null,null,null,null,null,null
s7793,Chris Bell,Josh Alexander,Greg Young,null,null,null,null,null,null,null,null,null,null
s7794,Gregory Hoblit,null,null,null,null,null,null,null,null,null,null,null,null
s7795,Wong Jing,null,null,null,null,null,null,null,null,null,null,null,null
s7796,Bhavik Thakore,null,null,null,null,null,null,null,null,null,null,null,null
s7797,Stephen Cone,null,null,null,null,null,null,null,null,null,null,null,null
s7798,Christopher Nolen,null,null,null,null,null,null,null,null,null,null,null,null
s7799,null,null,null,null,null,null,null,null,null,null,null,null,null
s7800,Barry Avrich,null,null,null,null,null,null,null,null,null,null,null,null
s7801,null,null,null,null,null,null,null,null,null,null,null,null,null
s7802,Rajkumar Santoshi,null,null,null,null,null,null,null,null,null,null,null,null
s7803,Quentin Tarantino,null,null,null,null,null,null,null,null,null,null,null,null
s7804,Anurag Singh,null,null,null,null,null,null,null,null,null,null,null,null
s7805,Luis Prieto,null,null,null,null,null,null,null,null,null,null,null,null
s7806,Luv Ranjan,null,null,null,null,null,null,null,null,null,null,null,null
s7807,null,null,null,null,null,null,null,null,null,null,null,null,null
s7808,Michael Tolajian,null,null,null,null,null,null,null,null,null,null,null,null
s7809,null,null,null,null,null,null,null,null,null,null,null,null,null
s7810,Marc Forster,null,null,null,null,null,null,null,null,null,null,null,null
s7811,null,null,null,null,null,null,null,null,null,null,null,null,null
s7812,Werner Herzog,null,null,null,null,null,null,null,null,null,null,null,null
s7813,null,null,null,null,null,null,null,null,null,null,null,null,null
s7814,null,null,null,null,null,null,null,null,null,null,null,null,null
s7815,Richard Correll,null,null,null,null,null,null,null,null,null,null,null,null
s7816,null,null,null,null,null,null,null,null,null,null,null,null,null
s7817,Andy Fickman,null,null,null,null,null,null,null,null,null,null,null,null
s7818,Jonathan Demme,null,null,null,null,null,null,null,null,null,null,null,null
s7819,Raphael Erichsen,null,null,null,null,null,null,null,null,null,null,null,null
s7820,Hari Viswanath,null,null,null,null,null,null,null,null,null,null,null,null
s7821,Martin Scorsese,null,null,null,null,null,null,null,null,null,null,null,null
s7822,Manish Gupta,null,null,null,null,null,null,null,null,null,null,null,null
s7823,Jeremy Coon,Tim Skousen,null,null,null,null,null,null,null,null,null,null,null
s7824,Ding Sheng,null,null,null,null,null,null,null,null,null,null,null,null
s7825,Dharmesh Darshan,null,null,null,null,null,null,null,null,null,null,null,null
s7826,Basu Chatterjee,null,null,null,null,null,null,null,null,null,null,null,null
s7827,Phil Johnston,Rich Moore,null,null,null,null,null,null,null,null,null,null,null
s7828,Raj Kapoor,null,null,null,null,null,null,null,null,null,null,null,null
s7829,null,null,null,null,null,null,null,null,null,null,null,null,null
s7830,Eric Khoo,null,null,null,null,null,null,null,null,null,null,null,null
s7831,Sanjay Dayma,null,null,null,null,null,null,null,null,null,null,null,null
s7832,Kim Sung-hoon,null,null,null,null,null,null,null,null,null,null,null,null
s7833,Girish Joshi,null,null,null,null,null,null,null,null,null,null,null,null
s7834,Amir Mohiuddin,null,null,null,null,null,null,null,null,null,null,null,null
s7835,Morgan Spurlock,null,null,null,null,null,null,null,null,null,null,null,null
s7836,null,null,null,null,null,null,null,null,null,null,null,null,null
s7837,Husam El-Gohari,null,null,null,null,null,null,null,null,null,null,null,null
s7838,Anees Bazmee,null,null,null,null,null,null,null,null,null,null,null,null
s7839,null,null,null,null,null,null,null,null,null,null,null,null,null
s7840,Nicholas Ray,null,null,null,null,null,null,null,null,null,null,null,null
s7841,null,null,null,null,null,null,null,null,null,null,null,null,null
s7842,Michael James Regan,null,null,null,null,null,null,null,null,null,null,null,null
s7843,null,null,null,null,null,null,null,null,null,null,null,null,null
s7844,Craig Anderson,null,null,null,null,null,null,null,null,null,null,null,null
s7845,John Milius,null,null,null,null,null,null,null,null,null,null,null,null
s7846,Amitava Bhattacharya,null,null,null,null,null,null,null,null,null,null,null,null
s7847,Marina Willer,null,null,null,null,null,null,null,null,null,null,null,null
s7848,null,null,null,null,null,null,null,null,null,null,null,null,null
s7849,Clementine Malpas,Leslie Knott,null,null,null,null,null,null,null,null,null,null,null
s7850,Mohamed Samy,null,null,null,null,null,null,null,null,null,null,null,null
s7851,null,null,null,null,null,null,null,null,null,null,null,null,null
s7852,Andy Capper,null,null,null,null,null,null,null,null,null,null,null,null
s7853,Shamyl Othman,null,null,null,null,null,null,null,null,null,null,null,null
s7854,Atom Egoyan,null,null,null,null,null,null,null,null,null,null,null,null
s7855,Allen Coulter,null,null,null,null,null,null,null,null,null,null,null,null
s7856,Mark Palansky,null,null,null,null,null,null,null,null,null,null,null,null
s7857,null,null,null,null,null,null,null,null,null,null,null,null,null
s7858,Paul W.S. Anderson,null,null,null,null,null,null,null,null,null,null,null,null
s7859,René Pérez Joglar,null,null,null,null,null,null,null,null,null,null,null,null
s7860,Linda Saffire,Adam Schlesinger,null,null,null,null,null,null,null,null,null,null,null
s7861,Chia-Liang Liu,null,null,null,null,null,null,null,null,null,null,null,null
s7862,Vijay Jayapal,null,null,null,null,null,null,null,null,null,null,null,null
s7863,null,null,null,null,null,null,null,null,null,null,null,null,null
s7864,Andrew Lau Wai-Keung,Andrew Loo,null,null,null,null,null,null,null,null,null,null,null
s7865,Jani Lachauer,Jakob Schuh,null,null,null,null,null,null,null,null,null,null,null
s7866,Sam Mendes,null,null,null,null,null,null,null,null,null,null,null,null
s7867,Fernando Frías De La Parra,null,null,null,null,null,null,null,null,null,null,null,null
s7868,null,null,null,null,null,null,null,null,null,null,null,null,null
s7869,Jon Avnet,null,null,null,null,null,null,null,null,null,null,null,null
s7870,Makarand Mane,null,null,null,null,null,null,null,null,null,null,null,null
s7871,null,null,null,null,null,null,null,null,null,null,null,null,null
s7872,Devaki Singh,Luke Kenny,null,null,null,null,null,null,null,null,null,null,null
s7873,null,null,null,null,null,null,null,null,null,null,null,null,null
s7874,Ashok Nanda,null,null,null,null,null,null,null,null,null,null,null,null
s7875,Amit Rai,null,null,null,null,null,null,null,null,null,null,null,null
s7876,Ishaya Bako,null,null,null,null,null,null,null,null,null,null,null,null
s7877,Pierfrancesco Diliberto,null,null,null,null,null,null,null,null,null,null,null,null
s7878,Nicholas Winter,null,null,null,null,null,null,null,null,null,null,null,null
s7879,null,null,null,null,null,null,null,null,null,null,null,null,null
s7880,John G. Avildsen,null,null,null,null,null,null,null,null,null,null,null,null
s7881,Sylvester Stallone,null,null,null,null,null,null,null,null,null,null,null,null
s7882,Sylvester Stallone,null,null,null,null,null,null,null,null,null,null,null,null
s7883,Sylvester Stallone,null,null,null,null,null,null,null,null,null,null,null,null
s7884,John G. Avildsen,null,null,null,null,null,null,null,null,null,null,null,null
s7885,G.J. Echternkamp,null,null,null,null,null,null,null,null,null,null,null,null
s7886,Sameh Abdulaziz,null,null,null,null,null,null,null,null,null,null,null,null
s7887,Nancy Schwartzman,null,null,null,null,null,null,null,null,null,null,null,null
s7888,Mitch Dickman,null,null,null,null,null,null,null,null,null,null,null,null
s7889,Navaniat Singh,null,null,null,null,null,null,null,null,null,null,null,null
s7890,Lenny Abrahamson,null,null,null,null,null,null,null,null,null,null,null,null
s7891,Matthew Atkinson,null,null,null,null,null,null,null,null,null,null,null,null
s7892,Max Lang,Jani Lachauer,null,null,null,null,null,null,null,null,null,null,null
s7893,null,null,null,null,null,null,null,null,null,null,null,null,null
s7894,Shweta Basu Prasad,null,null,null,null,null,null,null,null,null,null,null,null
s7895,Roman Polanski,null,null,null,null,null,null,null,null,null,null,null,null
s7896,John Dahl,null,null,null,null,null,null,null,null,null,null,null,null
s7897,Jay Chandrasekhar,null,null,null,null,null,null,null,null,null,null,null,null
s7898,null,null,null,null,null,null,null,null,null,null,null,null,null
s7899,Atanu Mukherjee,null,null,null,null,null,null,null,null,null,null,null,null
s7900,R. Ellis Frazier,null,null,null,null,null,null,null,null,null,null,null,null
s7901,Stanley Tong,null,null,null,null,null,null,null,null,null,null,null,null
s7902,Rob Reiner,null,null,null,null,null,null,null,null,null,null,null,null
s7903,Jeeva,null,null,null,null,null,null,null,null,null,null,null,null
s7904,Garry Marshall,null,null,null,null,null,null,null,null,null,null,null,null
s7905,David L. Cunningham,null,null,null,null,null,null,null,null,null,null,null,null
s7906,Chris Stokes,null,null,null,null,null,null,null,null,null,null,null,null
s7907,null,null,null,null,null,null,null,null,null,null,null,null,null
s7908,Robert Vince,null,null,null,null,null,null,null,null,null,null,null,null
s7909,null,null,null,null,null,null,null,null,null,null,null,null,null
s7910,Dave Higby,null,null,null,null,null,null,null,null,null,null,null,null
s7911,Dharmendra Suresh Desai,null,null,null,null,null,null,null,null,null,null,null,null
s7912,Alex Infascelli,null,null,null,null,null,null,null,null,null,null,null,null
s7913,Clark Johnson,null,null,null,null,null,null,null,null,null,null,null,null
s7914,Raman Kumar,null,null,null,null,null,null,null,null,null,null,null,null
s7915,Gianfranco Rosi,null,null,null,null,null,null,null,null,null,null,null,null
s7916,Hakan Yonat,null,null,null,null,null,null,null,null,null,null,null,null
s7917,Michael Seater,null,null,null,null,null,null,null,null,null,null,null,null
s7918,Balu Mahendra,null,null,null,null,null,null,null,null,null,null,null,null
s7919,Ehtesham Uddin,null,null,null,null,null,null,null,null,null,null,null,null
s7920,Kireet Khurana,Padmakumar Narasimhamurthy,null,null,null,null,null,null,null,null,null,null,null
s7921,Colin Trevorrow,null,null,null,null,null,null,null,null,null,null,null,null
s7922,Pratim D. Gupta,null,null,null,null,null,null,null,null,null,null,null,null
s7923,Nagraj Manjule,null,null,null,null,null,null,null,null,null,null,null,null
s7924,Sanjay Soorkar,null,null,null,null,null,null,null,null,null,null,null,null
s7925,Mohamed Hamdy,null,null,null,null,null,null,null,null,null,null,null,null
s7926,Partha Chakraborty,null,null,null,null,null,null,null,null,null,null,null,null
s7927,K. Gopinathan,null,null,null,null,null,null,null,null,null,null,null,null
s7928,Amr Arafa,null,null,null,null,null,null,null,null,null,null,null,null
s7929,Bruce MacDonald,Gabriel Sabloff,null,null,null,null,null,null,null,null,null,null,null
s7930,Anirban Majumder,null,null,null,null,null,null,null,null,null,null,null,null
s7931,John Huston,null,null,null,null,null,null,null,null,null,null,null,null
s7932,Rajeev Patil,null,null,null,null,null,null,null,null,null,null,null,null
s7933,Raj Kapoor,null,null,null,null,null,null,null,null,null,null,null,null
s7934,Glenn Miller,null,null,null,null,null,null,null,null,null,null,null,null
s7935,Luc Vinciguerra,null,null,null,null,null,null,null,null,null,null,null,null
s7936,Gilles Paquet-Brenner,null,null,null,null,null,null,null,null,null,null,null,null
s7937,Rohit Jugraj,null,null,null,null,null,null,null,null,null,null,null,null
s7938,Rohit Jugraj,null,null,null,null,null,null,null,null,null,null,null,null
s7939,Gajendra Ahire,null,null,null,null,null,null,null,null,null,null,null,null
s7940,Venugopan,null,null,null,null,null,null,null,null,null,null,null,null
s7941,Kamal Sahani,null,null,null,null,null,null,null,null,null,null,null,null
s7942,V. Scott Balcerek,null,null,null,null,null,null,null,null,null,null,null,null
s7943,null,null,null,null,null,null,null,null,null,null,null,null,null
s7944,Aditya Sarpotdar,null,null,null,null,null,null,null,null,null,null,null,null
s7945,Raj N. Sippy,null,null,null,null,null,null,null,null,null,null,null,null
s7946,Damon Cardasis,null,null,null,null,null,null,null,null,null,null,null,null
s7947,Jesse V. Johnson,null,null,null,null,null,null,null,null,null,null,null,null
s7948,Mahmoud Karim,null,null,null,null,null,null,null,null,null,null,null,null
s7949,null,null,null,null,null,null,null,null,null,null,null,null,null
s7950,John Lee Hancock,null,null,null,null,null,null,null,null,null,null,null,null
s7951,Jeffrey G. Hunt,null,null,null,null,null,null,null,null,null,null,null,null
s7952,Lynn Shelton,null,null,null,null,null,null,null,null,null,null,null,null
s7953,Kevan Peterson,null,null,null,null,null,null,null,null,null,null,null,null
s7954,null,null,null,null,null,null,null,null,null,null,null,null,null
s7955,Dino Risi,null,null,null,null,null,null,null,null,null,null,null,null
s7956,Keenen Ivory Wayans,null,null,null,null,null,null,null,null,null,null,null,null
s7957,Malcolm D. Lee,null,null,null,null,null,null,null,null,null,null,null,null
s7958,Steven Spielberg,null,null,null,null,null,null,null,null,null,null,null,null
s7959,Spike Lee,null,null,null,null,null,null,null,null,null,null,null,null
s7960,Hiroshi Aoyama,Kazumi Fukushima,Jim Stenstrum,null,null,null,null,null,null,null,null,null,null
s7961,Edgar Wright,null,null,null,null,null,null,null,null,null,null,null,null
s7962,Wes Craven,null,null,null,null,null,null,null,null,null,null,null,null
s7963,Wes Craven,null,null,null,null,null,null,null,null,null,null,null,null
s7964,John Stockwell,null,null,null,null,null,null,null,null,null,null,null,null
s7965,Steven Zaillian,null,null,null,null,null,null,null,null,null,null,null,null
s7966,Malik Bendjelloul,null,null,null,null,null,null,null,null,null,null,null,null
s7967,Dominic Sena,null,null,null,null,null,null,null,null,null,null,null,null
s7968,Jay Chou,null,null,null,null,null,null,null,null,null,null,null,null
s7969,null,null,null,null,null,null,null,null,null,null,null,null,null
s7970,Billy Ray,null,null,null,null,null,null,null,null,null,null,null,null
s7971,Kasia Uscinska,null,null,null,null,null,null,null,null,null,null,null,null
s7972,Susannah Ward,null,null,null,null,null,null,null,null,null,null,null,null
s7973,Sam Taplin,null,null,null,null,null,null,null,null,null,null,null,null
s7974,Kasia Uscinska,null,null,null,null,null,null,null,null,null,null,null,null
s7975,Vicky Matthews,null,null,null,null,null,null,null,null,null,null,null,null
s7976,Susannah Ward,null,null,null,null,null,null,null,null,null,null,null,null
s7977,Sam Taplin,null,null,null,null,null,null,null,null,null,null,null,null
s7978,Vicky Matthews,null,null,null,null,null,null,null,null,null,null,null,null
s7979,Vicky Matthews,Gareth Sacala,null,null,null,null,null,null,null,null,null,null,null
s7980,Louise Wardle,null,null,null,null,null,null,null,null,null,null,null,null
s7981,Ozan Açiktan,null,null,null,null,null,null,null,null,null,null,null,null
s7982,Asif Kapadia,null,null,null,null,null,null,null,null,null,null,null,null
s7983,null,null,null,null,null,null,null,null,null,null,null,null,null
s7984,Kenneth Müller,null,null,null,null,null,null,null,null,null,null,null,null
s7985,null,null,null,null,null,null,null,null,null,null,null,null,null
s7986,Mike Gunther,null,null,null,null,null,null,null,null,null,null,null,null
s7987,Michael Patrick King,null,null,null,null,null,null,null,null,null,null,null,null
s7988,Michael Patrick King,null,null,null,null,null,null,null,null,null,null,null,null
s7989,Sylvie Verheyde,null,null,null,null,null,null,null,null,null,null,null,null
s7990,Antonio Serrano,null,null,null,null,null,null,null,null,null,null,null,null
s7991,Max Martini,null,null,null,null,null,null,null,null,null,null,null,null
s7992,null,null,null,null,null,null,null,null,null,null,null,null,null
s7993,Sudesh Manjrekar,null,null,null,null,null,null,null,null,null,null,null,null
s7994,null,null,null,null,null,null,null,null,null,null,null,null,null
s7995,Krishna Vamshi,null,null,null,null,null,null,null,null,null,null,null,null
s7996,Dibakar Banerjee,null,null,null,null,null,null,null,null,null,null,null,null
s7997,Gurudev Bhalla,null,null,null,null,null,null,null,null,null,null,null,null
s7998,Herman Yau,null,null,null,null,null,null,null,null,null,null,null,null
s7999,David R. Ellis,null,null,null,null,null,null,null,null,null,null,null,null
s8000,Samar Khan,null,null,null,null,null,null,null,null,null,null,null,null
s8001,null,null,null,null,null,null,null,null,null,null,null,null,null
s8002,Måns Mårlind,Björn Stein,null,null,null,null,null,null,null,null,null,null,null
s8003,null,null,null,null,null,null,null,null,null,null,null,null,null
s8004,Guy Ritchie,null,null,null,null,null,null,null,null,null,null,null,null
s8005,Ram Gopal Varma,null,null,null,null,null,null,null,null,null,null,null,null
s8006,Raymond McGrath,null,null,null,null,null,null,null,null,null,null,null,null
s8007,Adele K. Thomas,Richard Bailey,null,null,null,null,null,null,null,null,null,null,null
s8008,Richard Bailey,null,null,null,null,null,null,null,null,null,null,null,null
s8009,Jitendra Tiwari,Pranav Singh,null,null,null,null,null,null,null,null,null,null,null
s8010,Destin Daniel Cretton,null,null,null,null,null,null,null,null,null,null,null,null
s8011,Robert Rodriguez,null,null,null,null,null,null,null,null,null,null,null,null
